Henthorn,Hodder Place,Whalley Weir,New Jumbles Rock,Samlesbury
3.36,2.44,3.31,7.96,9.18
3.36,2.44,3.31,7.96,9.18
3.33,2.44,3.3,7.96,9.18
3.35,2.43,3.38,7.96,9.14
3.35,2.44,3.38,7.96,9.14
3.35,2.43,3.26,8.01,9.14
3.35,2.43,3.3,8.01,9.14
3.33,2.43,3.24,8.01,9.14
3.33,2.43,3.28,8.07,9.09
3.31,2.43,3.26,8.12,9.05
3.33,2.43,3.32,8.07,9.05
3.33,2.43,3.24,8.01,9.01
3.33,2.43,3.34,8.01,9.01
3.31,2.43,3.32,8.01,9.01
3.31,2.43,3.32,7.96,9.01
3.31,2.43,3.38,8.01,8.97
3.28,2.43,3.24,8.01,8.97
3.31,2.43,3.38,8.01,8.93
3.28,2.43,3.38,8.01,8.93
3.28,2.43,3.42,8.01,8.89
3.28,2.43,3.38,8.01,8.89
3.28,2.43,3.46,8.01,8.85
3.28,2.43,3.38,8.01,8.85
3.28,2.43,3.54,8.01,8.85
3.28,2.43,3.38,8.01,8.85
3.28,2.43,3.52,8.01,8.85
3.28,2.43,3.52,8.01,8.85
3.28,2.43,3.58,8.01,8.85
3.28,2.43,3.46,8.07,8.85
3.28,2.43,3.52,8.07,8.89
3.26,2.43,3.52,8.12,8.89
3.26,2.43,3.5,8.12,8.89
3.26,2.43,3.5,8.12,8.89
3.26,2.41,3.5,8.12,8.85
3.23,2.41,3.46,8.18,8.89
3.23,2.41,3.5,8.12,8.89
3.23,2.41,3.54,8.12,8.89
3.21,2.41,3.54,8.12,8.89
3.23,2.41,3.58,8.12,8.89
3.23,2.41,3.6,8.12,8.89
3.21,2.41,3.67,8.12,8.89
3.21,2.41,3.75,8.12,8.89
3.21,2.41,3.75,8.12,8.89
3.21,2.39,3.75,8.07,8.89
3.21,2.39,3.73,8.18,8.89
3.21,2.39,3.88,8.18,8.85
3.21,2.39,3.88,8.18,8.85
3.21,2.39,3.9,8.23,8.85
3.21,2.38,3.95,8.23,8.85
3.19,2.38,4.01,8.23,8.89
3.19,2.38,4.04,8.29,8.89
3.19,2.38,3.97,8.34,8.89
3.19,2.38,3.9,8.34,8.89
3.19,2.38,3.84,8.34,8.89
3.21,2.38,3.77,8.4,8.89
3.18,2.38,3.67,8.45,8.89
3.18,2.38,3.65,8.51,8.89
3.21,2.38,3.56,8.4,8.89
3.21,2.39,3.56,8.4,8.89
3.21,2.41,3.54,8.34,8.89
3.21,2.41,3.54,8.23,8.89
3.21,2.41,3.52,8.23,8.93
3.21,2.43,3.46,8.18,8.93
3.21,2.43,3.46,8.12,8.93
3.21,2.43,3.48,8.12,8.93
3.21,2.44,3.4,8.12,8.93
3.23,2.46,3.38,8.12,8.93
3.28,2.48,3.34,8.07,8.93
3.28,2.49,3.32,8.07,8.93
3.35,2.49,3.32,8.01,8.93
3.35,2.53,3.3,8.01,8.93
3.38,2.53,3.32,8.01,8.93
3.4,2.55,3.32,8.01,8.93
3.43,2.55,3.3,8.07,8.97
3.43,2.55,3.32,8.12,8.97
3.43,2.55,3.26,8.12,8.97
3.43,2.55,3.26,8.18,9.01
3.43,2.55,3.22,8.18,9.01
3.45,2.55,3.22,8.18,9.01
3.45,2.55,3.2,8.18,9.05
3.45,2.55,3.18,8.18,9.09
3.47,2.55,3.14,8.18,9.09
3.5,2.55,3.12,8.18,9.09
3.52,2.55,3.12,8.18,9.14
3.52,2.55,3.1,8.18,9.14
3.52,2.55,3.06,8.18,9.14
3.55,2.55,3.06,8.12,9.14
3.55,2.55,3.06,8.12,9.14
3.57,2.55,3.06,8.12,9.14
3.57,2.55,3.04,8.18,9.09
3.6,2.55,3.04,8.18,9.14
3.6,2.55,3.06,8.18,9.14
3.6,2.55,3.1,8.18,9.14
3.6,2.55,3.06,8.18,9.14
3.6,2.55,3.06,8.18,9.14
3.6,2.56,3.18,8.23,9.14
3.6,2.56,3.06,8.23,9.09
3.6,2.58,3.1,8.23,9.05
3.6,2.6,3.12,8.23,9.05
3.62,2.6,3.12,8.23,9.05
3.65,2.62,3.2,8.23,9.05
3.67,2.62,3.3,8.23,9.05
3.7,2.63,3.24,8.29,9.09
3.7,2.65,3.3,8.34,9.09
3.67,2.63,3.34,8.34,9.09
3.67,2.67,3.38,8.4,9.09
3.67,2.67,3.46,8.45,9.14
3.67,2.7,3.52,8.51,9.14
3.67,2.72,3.52,8.57,9.14
3.67,2.74,3.6,8.68,9.14
3.67,2.76,3.52,8.68,9.14
3.7,2.78,3.46,8.74,9.14
3.7,2.79,3.48,8.74,9.14
3.72,2.79,3.44,8.85,9.18
3.8,2.79,3.46,8.91,9.14
3.85,2.79,3.46,8.97,9.18
3.85,2.83,3.46,8.97,9.18
3.8,2.85,3.46,8.97,9.18
3.78,2.85,3.5,8.97,9.18
3.78,2.87,3.52,9.02,9.18
3.75,2.89,3.63,9.08,9.18
3.75,2.91,3.71,9.08,9.22
3.75,2.91,3.91,9.08,9.18
3.78,2.91,3.91,9.08,9.22
3.78,2.92,3.91,9.08,9.22
3.78,2.92,4.13,9.08,9.26
3.75,2.92,4.06,9.14,9.26
3.72,2.94,4.06,9.32,9.26
3.72,2.94,4.04,9.38,9.3
3.75,2.98,3.93,9.49,9.34
3.8,3.18,3.82,9.67,9.39
3.96,3.25,3.97,9.92,9.39
3.93,3.34,4.53,9.98,9.43
3.98,3.48,4.29,9.98,9.43
4.44,3.65,4.43,10.2,9.43
4.61,3.69,4.5,10.4,9.47
4.58,3.65,4.7,10.5,9.55
4.64,3.59,4.8,10.8,9.55
4.78,3.54,4.82,11.1,9.6
5.12,3.5,4.87,11.5,9.68
5.39,3.48,5.26,11.8,9.72
5.42,3.48,5.74,12.1,9.72
5.33,3.48,6.05,12.3,9.81
5.21,3.48,6.25,12.6,9.89
5.15,3.48,6.31,12.9,9.94
5.18,3.5,6.91,13.3,10.0
5.15,3.52,7.71,13.5,10.0
5.15,3.54,8.08,13.8,10.1
5.12,3.56,8.28,13.9,10.2
5.04,3.61,8.63,14.1,10.2
4.95,3.63,9.83,14.6,10.3
4.92,3.65,11.6,15.1,10.4
4.83,3.69,12.4,15.4,10.5
4.8,3.71,12.6,15.8,10.5
4.75,3.76,12.8,16.4,10.7
4.75,3.78,12.9,17.5,10.8
4.8,3.82,13.0,18.2,11.0
4.8,3.85,12.9,18.5,11.2
4.86,3.87,12.9,18.8,11.4
4.89,3.89,12.4,19.0,11.6
4.92,3.91,11.9,19.1,11.9
4.92,3.91,11.3,19.1,12.1
4.98,3.91,10.8,19.1,12.4
4.95,3.91,10.4,18.8,12.7
4.95,3.91,10.0,18.5,13.0
4.95,3.91,9.83,18.2,13.3
4.95,3.91,9.83,17.8,13.7
4.95,3.89,9.79,17.5,14.0
4.92,3.87,9.79,17.2,14.4
4.92,3.87,9.62,17.0,14.7
4.92,3.87,9.35,17.0,15.0
4.92,3.85,9.05,16.9,15.4
4.89,3.85,8.29,16.7,15.9
4.89,3.82,8.35,16.7,16.4
4.83,3.8,8.25,16.6,17.0
4.83,3.78,8.15,16.3,17.6
4.78,3.78,7.98,15.9,18.2
4.8,3.76,7.95,15.7,18.8
4.8,3.74,7.88,15.5,19.4
4.75,3.71,7.71,15.4,19.8
4.8,3.69,7.58,15.3,20.1
4.8,3.69,7.58,15.1,20.4
4.8,3.67,7.26,15.1,20.5
4.75,3.63,7.29,14.8,20.5
4.75,3.63,7.13,14.8,20.5
4.72,3.63,6.92,14.7,20.4
4.72,3.61,6.95,14.5,20.2
4.69,3.61,7.01,14.4,20.1
4.66,3.59,6.92,14.3,19.9
4.63,3.54,6.67,14.1,19.7
4.63,3.54,6.76,14.0,19.5
4.6,3.52,6.49,14.0,19.3
4.55,3.52,6.52,13.8,19.0
4.58,3.52,6.58,13.8,18.9
4.55,3.48,6.58,13.7,18.8
4.52,3.48,6.37,13.5,18.6
4.52,3.48,6.34,13.5,18.4
4.49,3.46,6.31,13.4,18.3
4.49,3.42,6.37,13.3,18.0
4.49,3.42,6.29,13.3,17.8
4.49,3.4,6.23,13.3,17.7
4.47,3.4,6.4,13.2,17.5
4.55,3.4,6.08,13.0,17.2
4.83,3.38,6.2,13.0,17.2
5.45,3.34,6.08,13.0,17.0
6.07,3.36,6.23,13.0,16.8
6.52,3.34,5.94,13.0,16.7
6.72,3.34,6.0,13.1,16.6
6.79,3.32,5.97,13.5,16.4
6.85,3.32,5.83,14.1,16.3
6.89,3.27,6.11,14.4,16.2
6.85,3.29,5.8,14.8,16.0
6.89,3.29,5.88,14.8,15.9
6.85,3.27,6.03,14.8,15.8
6.85,3.27,5.75,14.8,15.7
6.85,3.27,6.03,14.8,15.6
6.75,3.25,5.66,14.8,15.4
6.75,3.25,5.88,14.8,15.4
6.75,3.25,5.8,14.8,15.2
6.72,3.23,5.77,14.8,15.2
6.65,3.23,5.64,14.8,15.1
6.59,3.19,5.91,14.6,15.0
6.52,3.21,5.58,14.5,14.8
6.49,3.19,5.61,14.5,14.7
6.46,3.19,5.61,14.4,14.7
6.42,3.18,5.55,14.4,14.6
6.36,3.18,5.61,14.3,14.6
6.33,3.16,5.45,14.1,14.6
6.29,3.14,5.42,14.0,14.6
6.26,3.14,5.42,14.0,14.7
6.2,3.12,5.39,13.9,14.8
6.2,3.12,5.34,13.8,15.0
6.16,3.12,5.34,13.8,15.2
6.1,3.1,5.23,13.8,15.4
6.07,3.1,5.26,13.7,15.6
6.07,3.08,5.31,13.5,15.8
6.04,3.08,5.26,13.5,15.9
5.97,3.08,5.13,13.5,16.0
5.97,3.06,5.18,13.4,16.1
5.94,3.06,5.16,13.3,16.2
5.88,3.04,5.16,13.3,16.2
5.85,3.04,5.08,13.2,16.2
5.82,3.04,5.13,13.1,16.2
5.79,3.02,5.13,13.0,16.2
5.75,3.02,5.16,13.0,16.2
5.72,3.0,5.08,13.0,16.1
5.66,3.0,5.05,12.9,16.0
5.63,3.0,5.05,12.8,15.9
5.6,2.98,4.98,12.8,15.9
5.54,2.98,4.95,12.7,15.8
5.54,2.98,4.95,12.6,15.7
5.51,2.98,4.85,12.5,15.6
5.48,2.98,4.83,12.5,15.5
5.45,2.98,4.78,12.4,15.4
5.42,2.98,4.7,12.3,15.4
5.42,2.98,4.63,12.3,15.3
5.36,2.96,4.53,12.2,15.2
5.33,2.94,4.58,12.2,15.1
5.3,2.94,4.48,12.1,15.0
5.27,2.94,4.48,12.0,14.9
5.21,2.92,4.46,11.8,14.9
5.21,2.92,4.46,11.8,14.8
5.21,2.92,4.37,11.7,14.7
5.12,2.92,4.37,11.7,14.6
5.12,2.91,4.37,11.5,14.5
5.12,2.91,4.37,11.5,14.5
5.09,2.91,4.34,11.5,14.4
5.03,2.89,4.27,11.4,14.4
5.06,2.87,4.23,11.3,14.2
5.0,2.87,4.23,11.3,14.2
5.0,2.87,4.2,11.3,14.1
5.0,2.85,4.09,11.3,14.0
4.94,2.85,4.07,11.1,14.0
4.91,2.85,4.02,11.1,13.8
4.91,2.85,4.07,11.1,13.8
4.91,2.83,4.04,11.0,13.8
4.86,2.83,4.0,10.9,13.7
4.89,2.81,3.96,10.9,13.6
4.83,2.81,3.85,10.8,13.6
4.86,2.81,3.93,10.7,13.5
4.89,2.79,3.85,10.7,13.4
4.89,2.79,3.93,10.6,13.3
4.83,2.79,3.93,10.6,13.2
4.83,2.79,3.8,10.6,13.1
4.83,2.79,3.89,10.5,13.1
4.8,2.78,3.91,10.5,13.0
4.8,2.78,3.96,10.5,12.9
4.77,2.78,3.96,10.5,12.9
4.74,2.76,3.91,10.4,12.7
4.71,2.76,3.96,10.4,12.7
4.71,2.76,4.11,10.4,12.6
4.71,2.74,3.96,10.4,12.5
4.69,2.74,4.0,10.4,12.5
4.63,2.74,3.96,10.4,12.4
4.6,2.74,4.02,10.4,12.3
4.6,2.74,3.98,10.4,12.3
4.57,2.72,4.04,10.4,12.2
4.57,2.72,3.98,10.4,12.1
4.54,2.72,4.02,10.3,12.1
4.54,2.72,4.07,10.2,12.0
4.52,2.72,3.98,10.2,11.9
4.52,2.72,4.07,10.2,11.9
4.49,2.72,4.14,10.2,11.8
4.46,2.7,4.16,10.2,11.7
4.43,2.69,4.16,10.2,11.7
4.43,2.69,4.18,10.2,11.6
4.41,2.69,4.18,10.2,11.6
4.41,2.67,4.23,10.2,11.6
4.35,2.67,4.16,10.2,11.5
4.35,2.67,3.98,10.2,11.4
4.32,2.67,4.02,10.2,11.4
4.32,2.67,4.07,10.2,11.4
4.3,2.67,4.0,10.1,11.4
4.3,2.67,4.05,10.1,11.3
4.3,2.67,3.98,9.98,11.3
4.24,2.67,4.0,9.98,11.3
4.24,2.67,4.0,9.92,11.3
4.24,2.67,4.0,9.86,11.3
4.24,2.65,3.98,9.86,11.3
4.21,2.65,3.91,9.86,11.2
4.21,2.65,3.91,9.8,11.2
4.21,2.65,3.93,9.8,11.2
4.16,2.65,3.91,9.86,11.2
4.16,2.65,3.98,9.8,11.2
4.16,2.65,3.91,9.74,11.1
4.13,2.63,3.96,9.74,11.1
4.13,2.63,3.98,9.74,11.1
4.13,2.63,3.96,9.74,11.1
4.13,2.62,4.05,9.67,11.1
4.11,2.62,4.05,9.67,11.1
4.08,2.62,4.05,9.61,11.1
4.08,2.62,3.96,9.67,11.0
4.08,2.62,3.91,9.67,11.0
4.05,2.62,3.91,9.61,11.0
4.08,2.62,3.98,9.67,11.0
4.05,2.62,3.98,9.67,11.0
4.05,2.6,3.98,9.61,11.0
4.03,2.6,3.96,9.61,11.0
4.03,2.58,3.96,9.61,10.9
4.03,2.56,3.96,9.61,10.9
4.03,2.56,3.96,9.55,10.9
4.0,2.55,3.96,9.55,10.9
3.97,2.55,3.98,9.49,10.9
3.97,2.55,3.98,9.49,10.8
3.95,2.55,3.91,9.49,10.8
3.97,2.53,3.87,9.49,10.8
3.95,2.53,3.87,9.49,10.8
3.95,2.53,3.87,9.43,10.7
3.9,2.53,3.85,9.38,10.7
3.92,2.51,3.76,9.38,10.6
3.9,2.49,3.83,9.32,10.6
3.87,2.49,3.8,9.26,10.6
3.87,2.49,3.83,9.26,10.6
3.84,2.49,3.83,9.2,10.6
3.84,2.49,3.76,9.14,10.5
3.82,2.49,3.7,9.14,10.5
3.84,2.49,3.7,9.14,10.5
3.82,2.49,3.63,9.14,10.5
3.79,2.49,3.63,9.08,10.5
3.79,2.49,3.59,9.08,10.5
3.79,2.48,3.61,9.02,10.5
3.77,2.48,3.55,8.97,10.5
3.77,2.48,3.55,8.97,10.5
3.77,2.48,3.55,8.97,10.5
3.77,2.48,3.55,8.91,10.4
3.77,2.48,3.53,8.85,10.4
3.74,2.48,3.55,8.79,10.4
3.71,2.46,3.51,8.79,10.3
3.77,2.46,3.47,8.74,10.3
3.71,2.44,3.47,8.74,10.3
3.71,2.44,3.41,8.74,10.3
3.71,2.44,3.39,8.68,10.3
3.71,2.44,3.37,8.74,10.3
3.69,2.44,3.39,8.68,10.2
3.69,2.44,3.35,8.62,10.2
3.69,2.44,3.37,8.57,10.2
3.69,2.44,3.39,8.57,10.2
3.71,2.43,3.45,8.57,10.2
3.69,2.43,3.41,8.51,10.2
3.69,2.43,3.43,8.51,10.1
3.69,2.43,3.37,8.51,10.1
3.69,2.43,3.43,8.51,10.0
3.69,2.43,3.39,8.57,10.0
3.69,2.43,3.43,8.51,9.98
3.69,2.43,3.45,8.51,9.89
3.66,2.43,3.45,8.57,9.85
3.64,2.41,3.47,8.51,9.85
3.66,2.43,3.53,8.51,9.81
3.66,2.43,3.37,8.51,9.85
3.66,2.41,3.39,8.57,9.77
3.64,2.41,3.53,8.51,9.72
3.61,2.41,3.43,8.51,9.68
3.64,2.41,3.55,8.51,9.68
3.59,2.41,3.51,8.51,9.64
3.59,2.41,3.61,8.45,9.64
3.61,2.41,3.53,8.45,9.6
3.59,2.41,3.61,8.45,9.6
3.59,2.41,3.61,8.4,9.55
3.56,2.39,3.57,8.45,9.51
3.59,2.39,3.59,8.4,9.47
3.56,2.39,3.74,8.45,9.47
3.54,2.38,3.59,8.45,9.43
3.59,2.38,3.55,8.45,9.47
3.54,2.38,3.61,8.45,9.43
3.54,2.38,3.66,8.51,9.39
3.51,2.38,3.57,8.4,9.39
3.51,2.38,3.68,8.45,9.3
3.54,2.38,3.59,8.51,9.3
3.49,2.38,3.66,8.45,9.3
3.49,2.38,3.59,8.45,9.3
3.51,2.38,3.61,8.45,9.3
3.49,2.38,3.53,8.45,9.26
3.44,2.38,3.53,8.45,9.3
3.46,2.38,3.57,8.4,9.26
3.46,2.38,3.53,8.4,9.3
3.46,2.38,3.53,8.34,9.26
3.46,2.38,3.47,8.34,9.18
3.49,2.36,3.47,8.34,9.22
3.46,2.36,3.47,8.34,9.26
3.44,2.36,3.47,8.29,9.18
3.44,2.36,3.51,8.29,9.22
3.44,2.34,3.47,8.23,9.22
3.41,2.34,3.49,8.23,9.22
3.41,2.34,3.49,8.23,9.18
3.41,2.34,3.47,8.23,9.18
3.41,2.34,3.53,8.18,9.18
3.41,2.33,3.55,8.18,9.14
3.39,2.33,3.51,8.18,9.14
3.36,2.33,3.59,8.18,9.18
3.39,2.33,3.49,8.18,9.18
3.36,2.33,3.57,8.18,9.18
3.36,2.31,3.55,8.18,9.14
3.36,2.31,3.61,8.18,9.14
3.36,2.31,3.53,8.18,9.14
3.36,2.31,3.55,8.18,9.18
3.36,2.31,3.61,8.18,9.18
3.34,2.31,3.57,8.18,9.14
3.34,2.31,3.59,8.18,9.14
3.34,2.29,3.51,8.18,9.14
3.32,2.29,3.59,8.12,9.14
3.32,2.29,3.59,8.18,9.14
3.27,2.29,3.53,8.18,9.14
3.27,2.29,3.61,8.18,9.14
3.27,2.29,3.53,8.12,9.14
3.27,2.28,3.51,8.12,9.14
3.27,2.28,3.47,8.12,9.14
3.27,2.28,3.51,8.01,9.09
3.24,2.26,3.51,8.07,9.09
3.22,2.26,3.47,8.01,9.09
3.22,2.26,3.39,8.01,9.01
3.24,2.26,3.45,7.96,9.01
3.19,2.26,3.47,7.96,9.01
3.22,2.26,3.31,7.96,8.97
3.24,2.26,3.33,7.96,8.97
3.19,2.26,3.23,7.85,8.97
3.19,2.26,3.25,7.91,8.89
3.17,2.26,3.25,7.8,8.89
3.19,2.25,3.19,7.8,8.89
3.17,2.26,3.19,7.8,8.85
3.17,2.25,3.21,7.8,8.89
3.17,2.25,3.15,7.74,8.85
3.19,2.25,3.11,7.69,8.85
3.17,2.25,3.11,7.64,8.85
3.15,2.25,3.11,7.59,8.85
3.15,2.25,3.09,7.59,8.85
3.17,2.23,3.11,7.59,8.85
3.15,2.23,3.07,7.53,8.89
3.15,2.25,3.07,7.48,8.89
3.17,2.21,3.11,7.43,8.89
3.17,2.23,3.07,7.48,8.85
3.17,2.23,3.07,7.48,8.85
3.17,2.21,3.05,7.43,8.85
3.19,2.25,3.05,7.43,8.85
3.19,2.21,3.11,7.43,8.85
3.24,2.21,3.0,7.48,8.81
3.22,2.21,3.0,7.43,8.81
3.17,2.21,3.11,7.43,8.81
3.17,2.2,3.13,7.43,8.77
3.17,2.2,3.19,7.43,8.73
3.19,2.21,3.11,7.48,8.73
3.17,2.21,3.21,7.43,8.68
3.17,2.2,3.17,7.48,8.68
3.22,2.23,3.25,7.53,8.68
3.17,2.2,3.25,7.53,8.6
3.17,2.2,3.21,7.43,8.56
3.17,2.2,3.33,7.59,8.56
3.15,2.21,3.33,7.59,8.56
3.17,2.21,3.23,7.48,8.52
3.17,2.2,3.33,7.59,8.48
3.24,2.21,3.27,7.59,8.48
3.15,2.21,3.41,7.59,8.44
3.17,2.2,3.31,7.59,8.4
3.19,2.2,3.04,7.69,8.4
3.19,2.2,3.39,7.64,8.4
3.17,2.2,3.31,7.59,8.36
3.17,2.2,3.29,7.59,8.32
3.17,2.2,3.39,7.59,8.32
3.15,2.2,3.33,7.59,8.28
3.12,2.21,3.45,7.53,8.28
3.17,2.21,3.29,7.59,8.28
3.19,2.2,3.33,7.59,8.28
3.1,2.18,3.31,7.53,8.2
3.1,2.2,3.41,7.59,8.2
3.19,2.2,3.49,7.64,8.24
3.17,2.2,3.37,7.59,8.2
3.12,2.2,3.35,7.64,8.16
3.17,2.2,3.41,7.59,8.16
3.15,2.21,3.39,7.59,8.16
3.17,2.18,3.37,7.59,8.16
3.12,2.2,3.39,7.64,8.16
3.1,2.2,3.37,7.64,8.16
3.08,2.2,3.35,7.74,8.16
3.1,2.23,3.41,7.64,8.28
3.12,2.23,3.41,7.64,8.16
3.1,2.25,3.47,7.64,8.2
3.15,2.2,3.39,7.64,8.2
3.15,2.2,3.37,7.59,8.2
3.1,2.2,3.39,7.64,8.24
3.07,2.2,3.49,7.74,8.24
3.1,2.21,3.53,7.8,8.24
3.12,2.21,3.47,7.8,8.24
3.1,2.21,3.43,7.8,8.24
3.1,2.2,3.55,7.85,8.2
3.17,2.2,3.53,7.8,8.28
3.17,2.2,3.51,7.85,8.28
3.19,2.2,3.51,7.85,8.28
3.19,2.2,3.51,7.96,8.28
3.24,2.2,4.01,7.96,8.28
3.19,2.2,4.71,7.8,8.28
3.19,2.2,4.91,7.91,8.28
3.17,2.21,4.96,7.96,8.28
3.17,2.21,4.71,8.01,8.28
3.14,2.21,4.54,8.18,8.28
3.17,2.21,4.33,8.51,8.28
3.14,2.21,4.14,8.79,8.28
3.12,2.21,4.07,8.97,8.32
3.14,2.21,4.19,8.97,8.32
3.12,2.2,3.96,8.91,8.36
3.1,2.2,4.01,8.79,8.4
3.07,2.2,3.92,8.68,8.4
3.1,2.21,3.85,8.57,8.44
3.07,2.21,3.99,8.45,8.44
3.07,2.21,3.87,8.4,8.44
3.07,2.21,3.83,8.34,8.44
3.07,2.21,3.74,8.23,8.44
3.07,2.21,3.74,8.18,8.44
3.05,2.21,3.74,8.18,8.48
3.05,2.21,3.64,8.18,8.48
3.05,2.21,3.68,8.12,8.52
3.05,2.21,3.62,8.01,8.56
3.05,2.21,3.68,8.01,8.56
3.05,2.21,3.68,8.01,8.56
3.03,2.21,3.55,7.96,8.6
3.03,2.21,3.51,7.96,8.6
3.03,2.21,3.45,7.85,8.64
3.03,2.21,3.43,7.85,8.68
3.03,2.23,3.39,7.8,8.73
3.03,2.23,3.33,7.8,8.73
3.03,2.25,3.31,7.74,8.81
3.03,2.25,3.31,7.74,8.85
3.03,2.25,3.33,7.74,8.97
3.03,2.25,3.27,7.64,9.01
3.03,2.26,3.25,7.64,9.14
3.03,2.26,3.25,7.59,9.18
3.03,2.26,3.21,7.59,9.26
3.07,2.28,3.25,7.59,9.3
3.07,2.28,3.19,7.59,9.3
3.07,2.29,3.17,7.59,9.3
3.1,2.29,3.17,7.59,9.3
3.1,2.29,3.15,7.59,9.3
3.1,2.29,3.21,7.59,9.3
3.14,2.29,3.21,7.59,9.26
3.14,2.29,3.17,7.59,9.22
3.12,2.29,3.19,7.53,9.18
3.12,2.29,3.31,7.53,9.14
3.1,2.29,3.29,7.59,9.09
3.1,2.29,3.27,7.59,9.05
3.1,2.29,3.27,7.59,9.01
3.1,2.29,3.17,7.59,9.01
3.1,2.29,3.13,7.59,8.89
3.1,2.29,3.1,7.59,8.89
3.1,2.31,3.13,7.59,8.85
3.1,2.31,3.13,7.59,8.85
3.07,2.31,3.13,7.59,8.81
3.24,2.31,3.1,7.59,8.81
3.24,2.31,3.13,7.59,8.81
3.24,2.31,3.17,7.59,8.77
3.24,2.31,3.33,7.59,8.73
3.1,2.31,3.25,7.59,8.68
3.1,2.31,3.35,7.59,8.77
3.1,2.31,3.33,7.64,8.81
3.14,2.31,3.35,7.64,8.81
3.12,2.33,3.35,7.69,8.81
3.14,2.33,3.43,7.74,8.73
3.14,2.36,3.31,7.8,8.73
3.17,2.36,3.33,7.85,8.73
3.29,2.38,3.31,7.96,8.73
3.43,2.41,3.41,8.01,8.73
3.51,2.43,3.41,8.07,8.73
3.53,2.43,3.37,8.12,9.05
3.53,2.43,3.41,8.12,9.47
3.56,2.44,3.53,8.12,9.68
3.56,2.46,3.29,8.23,9.72
3.56,2.48,3.23,8.29,9.72
3.53,2.51,3.45,8.4,9.72
3.51,2.53,3.53,8.45,9.68
3.43,2.53,3.77,8.57,9.64
3.41,2.53,4.01,8.57,9.6
3.36,2.53,4.08,8.51,9.6
3.33,2.53,4.1,8.51,9.6
3.31,2.53,4.19,8.57,9.55
3.29,2.53,4.21,8.62,9.51
3.26,2.55,4.21,8.79,9.47
3.26,2.55,4.24,8.97,9.43
3.26,2.55,4.17,9.02,9.39
3.26,2.56,4.08,9.02,9.3
3.26,2.56,4.03,9.08,9.3
3.24,2.56,3.94,9.08,9.3
3.24,2.56,3.99,9.08,9.26
3.24,2.56,3.99,9.14,9.26
3.24,2.55,4.01,9.02,9.26
3.24,2.55,4.08,8.97,9.22
3.21,2.56,4.01,8.97,9.22
3.19,2.56,3.99,8.91,9.26
3.19,2.56,3.94,8.85,9.26
3.19,2.56,3.85,8.85,9.26
3.19,2.58,3.83,8.85,9.3
3.19,2.6,3.77,8.85,9.3
3.19,2.6,3.7,8.85,9.3
3.17,2.6,3.66,8.79,9.34
3.17,2.62,3.58,8.79,9.39
3.17,2.62,3.62,8.74,9.43
3.17,2.62,3.58,8.74,9.43
3.17,2.62,3.62,8.68,9.47
3.17,2.62,3.58,8.57,9.51
3.17,2.63,3.6,8.57,9.55
3.19,2.65,3.56,8.57,9.6
3.19,2.67,3.53,8.51,9.64
3.19,2.67,3.49,8.51,9.68
3.19,2.72,3.47,8.51,9.72
3.19,2.74,3.41,8.45,9.77
3.19,2.79,3.37,8.51,9.85
3.19,2.81,3.35,8.51,9.85
3.19,2.85,3.35,8.45,9.89
3.19,2.89,3.31,8.45,9.89
3.19,2.92,3.25,8.45,9.98
3.19,2.94,3.19,8.4,9.98
3.17,2.96,3.15,8.34,9.98
3.17,2.98,3.15,8.4,9.98
3.17,2.98,3.11,8.4,9.98
3.17,3.0,3.13,8.4,9.89
3.17,3.04,3.08,8.4,9.89
3.17,3.08,3.1,8.4,9.89
3.17,3.14,3.06,8.34,9.89
3.17,3.21,3.02,8.34,9.85
3.17,3.29,3.04,8.34,9.81
3.14,3.36,3.02,8.34,9.77
3.14,3.4,3.02,8.34,9.72
3.14,3.44,3.0,8.34,9.72
3.12,3.48,3.04,8.4,9.68
3.1,3.48,2.98,8.4,9.64
3.1,3.5,2.98,8.4,9.6
3.1,3.5,2.96,8.45,9.6
3.1,3.5,2.96,8.51,9.55
3.07,3.48,2.93,8.57,9.55
3.07,3.48,2.91,8.57,9.47
3.07,3.48,2.89,8.57,9.47
3.07,3.46,2.89,8.57,9.47
3.07,3.46,2.87,8.57,9.43
3.05,3.42,2.83,8.51,9.43
3.07,3.42,2.87,8.51,9.43
3.07,3.4,2.8,8.51,9.39
3.07,3.4,2.89,8.45,9.39
3.07,3.38,2.89,8.4,9.34
3.05,3.38,2.87,8.34,9.34
3.05,3.36,2.83,8.4,9.34
3.03,3.34,2.87,8.34,9.34
3.05,3.34,2.94,8.34,9.3
3.05,3.32,2.89,8.34,9.3
3.03,3.29,2.87,8.34,9.3
3.05,3.27,3.0,8.29,9.3
3.05,3.27,3.0,8.29,9.3
3.05,3.25,2.98,8.23,9.3
3.03,3.23,3.0,8.23,9.3
3.07,3.21,3.06,8.23,9.3
3.07,3.19,3.0,8.29,9.3
3.07,3.19,3.0,8.23,9.3
3.07,3.18,3.08,8.23,9.3
3.1,3.18,3.0,8.23,9.3
3.1,3.16,3.0,8.29,9.3
3.14,3.14,3.1,8.29,9.3
3.19,3.14,3.06,8.34,9.34
3.26,3.12,3.11,8.29,9.39
3.33,3.12,3.06,8.29,9.39
3.41,3.1,3.13,8.29,9.39
3.48,3.08,3.13,8.34,9.39
3.53,3.06,3.19,8.34,9.39
3.58,3.06,3.13,8.4,9.39
