ira,a401,hval,hmort,hequity,nifa,net_nifa,tfa,net_tfa,tfa_he,tw,age,inc,fsize,educ,db,marr,male,twoearn,dum91,e401,p401,pira,nohs,hs,smcol,col,icat,ecat,zhat,net_n401,hown,i1,i2,i3,i4,i5,i6,i7,a1,a2,a3,a4,a5
0,0,0,0,0,300,-9500,300,-9500,-9500,-6700,25,26940,4,12,0,1,0,0,1,0,0,0,0,1,0,0,3,2,0.2092901,-9500,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,-4199,1,-4199,-4199,-1799,27,44508,3,12,0,1,0,1,1,0,0,0,0,1,0,0,5,2,0.3243191,-4199,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,0,0,25,-13375,25,-13375,-13375,-9444,39,15600,4,13,0,1,0,0,1,0,0,0,0,0,1,0,2,3,0.1283302,-13375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
50000,0,30000,19500,10500,3600,-1750,53600,48250,58750,61350,38,44754,4,12,0,1,0,1,1,0,0,1,0,1,0,0,5,2,0.4624346,48250,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16661,0,50000,0,50000,15130,15130,31791,31791,81791,135141,53,23721,1,13,1,0,0,0,1,0,0,1,0,0,1,0,3,3,0.4720998,31791,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30215,0,210000,100141,109859,28900,28900,59115,59115,168974,183974,46,80079,3,16,0,1,0,1,1,0,0,1,0,0,0,1,7,4,0.5801663,59115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,0,0,0,0,0,0,0,59,6843,2,12,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0.0278493,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8000,0,0,0,0,22900,21600,30900,29600,29600,37600,62,23532,3,12,0,1,0,0,1,0,0,1,0,1,0,0,3,2,0.2061994,29600,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,200000,100000,100000,6500,-700,6500,-700,99300,115300,38,80025,4,16,1,1,0,1,1,0,0,0,0,0,0,1,7,4,0.6849159,-700,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0,90000,15000,75000,6048,6048,6048,6048,81048,96048,49,39123,3,12,0,1,0,1,1,0,0,0,0,1,0,0,4,2,0.3719455,6048,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,20000,0,20000,257,257,257,257,20257,20257,46,11901,7,6,0,1,0,1,1,0,0,0,1,0,0,0,2,1,0.1582553,257,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,0,650,-850,650,-850,-850,500,35,18027,1,15,1,0,0,0,1,0,0,0,0,0,1,0,2,3,0.4215196,-850,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,12999,11899,12999,11899,11899,12737,49,39681,3,13,0,0,0,0,1,0,0,0,0,0,1,0,4,3,0.3086649,11899,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,50000,35000,15000,0,-3000,0,-3000,12000,12000,41,20400,3,11,0,1,0,0,1,0,0,0,1,0,0,0,3,1,0.273178,-3000,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,0,400,-5400,400,-5400,-5400,-5025,31,39567,4,12,1,1,0,1,1,0,0,0,0,1,0,0,4,2,0.5896286,-5400,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,35000,30000,5000,1600,1600,1600,1600,6600,6600,36,23466,5,12,0,1,0,1,1,0,0,0,0,1,0,0,3,2,0.273178,1600,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,35000,0,35000,37649,-84151,37649,-84151,-49151,-48188,58,13074,1,11,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0.143074,-84151,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0,0,0,800,750,800,750,750,750,31,18642,4,6,0,1,0,0,1,0,0,0,1,0,0,0,2,1,0.1283302,750,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,150000,131000,19000,110000,110000,110000,110000,129000,137596,45,94776,1,18,0,0,1,0,1,0,0,0,0,0,0,1,7,4,0.4250903,110000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,56500,39000,17500,50,-19950,50,-19950,-2450,400,34,25191,1,18,0,0,1,0,1,0,0,0,0,0,0,1,3,4,0.2694195,-19950,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,62000,46350,15650,3488,1208,3488,1208,16858,23058,46,34131,7,15,0,1,0,1,1,0,0,0,0,0,1,0,4,3,0.3719455,1208,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,65000,29821,35179,0,0,0,0,35179,38897,43,25050,3,16,0,0,0,0,1,0,0,0,0,0,0,1,3,4,0.2694195,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,10350,57,9180,1,12,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0.0278493,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0,0,0,2000,2000,2000,2000,2000,3500,36,24441,2,14,1,0,0,0,1,0,0,0,0,0,1,0,3,3,0.5315681,2000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,39000,39000,0,1800,420,1800,420,420,3520,32,16380,5,11,0,1,0,1,1,0,0,0,1,0,0,0,2,1,0.1582553,420,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,0,-1229,0,-1229,-1229,-1229,34,6204,4,12,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0.0278493,-1229,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,2500,-16700,2500,-16700,-16700,-11700,35,65010,4,14,0,1,0,1,1,0,0,0,0,0,1,0,6,3,0.3598378,-16700,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,150000,103000,47000,4200,4200,4200,4200,51200,51200,38,42036,5,16,1,1,0,1,1,0,0,0,0,0,0,1,5,4,0.6077043,4200,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,70000,0,70000,2500,500,2500,500,70500,70500,48,53412,2,12,1,1,0,1,1,0,0,0,0,1,0,0,6,2,0.6688337,500,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4000,0,50000,0,50000,20,-1780,4020,2220,52220,54720,59,7164,1,11,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0.2696344,2220,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,80000,60000,20000,2000,2000,2000,2000,22000,28000,54,59346,2,11,0,1,0,0,1,0,0,0,1,0,0,0,6,1,0.5405443,2000,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,0,1500,-6000,1500,-6000,-6000,-2457,26,36000,1,15,0,0,1,0,1,0,0,0,0,0,1,0,4,3,0.3086649,-6000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
60000,0,60000,0,60000,76100,76100,136100,136100,196100,377400,55,63972,2,15,0,1,0,1,1,0,0,1,0,0,1,0,6,3,0.5336504,136100,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,29000,29000,0,2000,-4200,2000,-4200,-4200,-4200,64,10947,2,13,0,1,0,0,1,0,0,0,0,0,1,0,2,3,0.1582553,-4200,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,65000,45000,20000,5400,4700,5400,4700,24700,26200,31,45408,3,12,1,1,0,1,1,0,0,0,0,1,0,0,5,2,0.6077043,4700,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,25000,14500,10500,5050,4050,5050,4050,14550,15550,31,17715,1,13,0,0,1,0,1,0,0,0,0,0,1,0,2,3,0.143074,4050,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,100,100,100,100,100,1100,47,32043,1,14,0,0,1,0,1,0,0,0,0,0,1,0,4,3,0.3086649,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,39000,25000,14000,0,0,0,0,14000,18000,38,16344,4,12,0,1,0,0,1,0,0,0,0,1,0,0,2,2,0.1582553,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,75000,0,75000,0,-150,0,-150,74850,74850,33,13326,5,10,0,1,0,1,1,0,0,0,1,0,0,0,2,1,0.1582553,-150,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12000,0,269000,135000,134000,249,-19751,12249,-7751,126249,126249,55,56103,5,12,0,1,0,1,1,0,0,1,0,1,0,0,6,2,0.5336504,-7751,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
11250,0,30000,0,30000,34600,34450,45850,45700,75700,75700,55,27390,2,12,0,1,0,0,1,0,0,1,0,1,0,0,3,2,0.2696004,45700,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0,0,0,0,-1000,0,-1000,-1000,-1000,37,14172,6,12,0,1,0,0,1,0,0,0,0,1,0,0,2,2,0.1283302,-1000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,0,1038,-2462,1038,-2462,-2462,-2462,28,48558,4,12,1,1,1,1,1,0,0,0,0,1,0,0,5,2,0.5995759,-2462,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,70000,64000,6000,3299,-701,3299,-701,5299,9999,28,24192,2,16,0,0,0,0,1,0,0,0,0,0,0,1,3,4,0.2694195,-701,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,150000,65000,85000,6834,6834,6834,6834,91834,94611,47,42951,3,6,0,1,0,0,1,0,0,0,1,0,0,0,5,1,0.4407951,6834,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,75000,28700,46300,2426,1746,2426,1746,48046,53155,40,46605,5,12,0,1,0,0,1,0,0,0,0,1,0,0,5,2,0.4407951,1746,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,0,15000,12800,15000,12800,12800,20800,31,25680,3,12,0,1,1,0,1,0,0,0,0,1,0,0,3,2,0.2092901,12800,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,8000,8000,0,0,0,0,0,0,50,37,11313,3,12,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0.143074,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,38,6120,3,9,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0.0278493,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,39000,39000,0,0,0,0,0,0,2500,30,28629,3,12,0,1,0,1,1,0,0,0,0,1,0,0,3,2,0.273178,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,500,-4850,500,-4850,-4850,-4850,39,28125,4,14,1,1,0,1,1,0,0,0,0,0,1,0,3,3,0.4366938,-4850,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,165000,150000,15000,31000,21000,31000,21000,36000,48000,35,92277,4,12,0,1,0,1,1,0,0,0,0,1,0,0,7,2,0.5679367,21000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,20,-780,20,-780,-780,-780,31,18813,3,14,0,1,0,1,1,0,0,0,0,0,1,0,2,3,0.1283302,-780,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,70000,38000,32000,500,500,500,500,32500,32500,61,23640,2,10,0,1,0,1,1,0,0,0,1,0,0,0,3,1,0.273178,500,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,120000,90000,30000,9635,-5365,9635,-5365,24635,26429,42,72039,3,16,1,0,1,0,1,0,0,0,0,0,0,1,6,4,0.7472324,-5365,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2000,0,48000,27000,21000,610,510,2610,2510,23510,31510,37,38340,5,13,0,1,0,0,1,0,0,1,0,0,1,0,4,3,0.3524857,2510,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,0,200,-1800,200,-1800,-1800,10200,58,44925,2,12,0,1,0,1,1,0,0,0,0,1,0,0,5,2,0.3243191,-1800,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,12000,9300,2700,185,-2815,185,-2815,-115,885,26,13110,1,13,0,0,1,0,1,0,0,0,0,0,1,0,2,3,0.143074,-2815,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,-300,0,-300,-300,3050,33,13755,3,12,1,0,0,0,1,0,0,0,0,1,0,0,2,2,0.4215196,-300,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,550,-3150,550,-3150,-3150,6503,36,24975,2,14,1,0,0,0,1,0,0,0,0,0,1,0,3,3,0.5315681,-3150,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,58000,58000,0,6215,1015,6215,1015,1015,22390,36,28452,1,16,0,0,0,0,1,0,0,0,0,0,0,1,3,4,0.2694195,1015,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,120000,62000,58000,0,0,0,0,58000,106000,33,31749,6,12,0,1,0,0,1,0,0,0,0,1,0,0,4,2,0.3719455,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,10000,1658,8342,150,-12918,150,-12918,-4576,10424,29,30249,3,12,0,1,0,1,1,0,0,0,0,1,0,0,4,2,0.3719455,-12918,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,85000,75000,10000,17200,12115,17200,12115,22115,31290,47,46983,4,12,0,1,0,1,1,0,0,0,0,1,0,0,5,2,0.4407951,12115,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,60000,33000,27000,4778,1778,4778,1778,28778,43778,49,48585,3,12,1,1,0,1,1,0,0,0,0,1,0,0,5,2,0.6077043,1778,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,0,8062,-8538,8062,-8538,-8538,-8538,31,57786,2,18,0,1,1,1,1,0,0,0,0,0,0,1,6,4,0.3598378,-8538,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,37,12666,3,12,0,1,1,0,1,0,0,0,0,1,0,0,2,2,0.1283302,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,80000,0,80000,20299,20299,20299,20299,100299,108324,55,31098,1,13,0,0,0,0,1,0,0,0,0,0,1,0,4,3,0.3866406,20299,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0,0,0,0,-13947,0,-13947,-13947,-13947,51,16200,7,9,0,1,0,0,1,0,0,0,1,0,0,0,2,1,0.1283302,-13947,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22000,0,300000,150000,150000,2100,-27900,24100,-5900,144100,513100,44,106086,4,15,0,1,0,0,1,0,0,1,0,0,1,0,7,3,0.5801663,-5900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27000,0,78000,78000,0,2900,2820,29900,29820,29820,35820,45,51327,2,18,1,1,0,0,1,0,0,1,0,0,0,1,6,4,0.7130944,29820,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,20000,0,20000,500,500,500,500,20500,26050,51,13473,2,10,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0.143074,500,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,0,0,-1640,0,-1640,-1640,-1640,31,8868,4,12,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0.0278493,-1640,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,110000,105000,5000,0,-6000,0,-6000,-1000,4000,30,60870,4,12,0,1,0,1,1,0,0,0,0,1,0,0,6,2,0.5405443,-6000,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4000,0,170000,55000,115000,7600,600,11600,4600,119600,123600,38,50817,3,14,0,1,0,0,1,0,0,1,0,0,1,0,6,3,0.5336504,4600,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,85000,37000,48000,2000,0,2000,0,48000,66800,46,61110,3,12,0,1,0,1,1,0,0,0,0,1,0,0,6,2,0.5405443,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,0,4900,4100,4900,4100,4100,180600,33,23661,1,16,0,0,0,0,1,0,0,0,0,0,0,1,3,4,0.2060434,4100,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,40,24000,1,12,0,0,1,0,1,0,0,0,0,1,0,0,3,2,0.2060434,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,0,429,-21,429,-21,-21,214,35,13128,4,12,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0.1152104,-21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
14000,0,100000,47000,53000,1300,1100,15300,15100,68100,83100,53,73218,4,18,0,1,0,1,1,0,0,1,0,0,0,1,6,4,0.5336504,15100,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
30000,0,90000,56000,34000,3500,3300,33500,33300,67300,67300,47,60180,2,13,0,1,0,1,1,0,0,1,0,0,1,0,6,3,0.5336504,33300,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4200,0,175000,55000,120000,9850,8150,14050,12350,132350,282350,58,71646,2,14,0,1,0,1,1,0,0,1,0,0,1,0,6,3,0.5336504,12350,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0,0,0,160,-440,160,-440,-440,7560,33,24516,5,11,0,1,0,1,1,0,0,0,1,0,0,0,3,1,0.2092901,-440,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2000,0,90000,40000,50000,1500,800,3500,2800,52800,59300,36,81510,5,14,0,1,0,1,1,0,0,1,0,0,1,0,7,3,0.5801663,2800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0,120000,73500,46500,17556,17556,17556,17556,64056,76148,26,5004,3,12,1,0,1,0,1,0,0,0,0,1,0,0,1,2,0.3536102,17556,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,4000,4000,0,0,0,0,0,0,0,46,3690,5,6,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0.062312,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20750,0,105000,75000,30000,25000,24000,45750,44750,74750,74750,31,68040,5,17,0,1,1,1,1,0,0,1,0,0,0,1,6,4,0.5336504,44750,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,0,-4000,0,-4000,-4000,-4000,36,17136,3,12,0,1,0,0,1,0,0,0,0,1,0,0,2,2,0.1283302,-4000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20000,0,30000,0,30000,649,649,20649,20649,50649,55649,58,20235,2,10,0,1,0,0,1,0,0,1,1,0,0,0,3,1,0.2696004,20649,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3000,0,80000,50000,30000,500,-7500,3500,-4500,25500,26000,33,21060,1,12,1,0,1,0,1,0,0,1,0,1,0,0,3,2,0.4720998,-4500,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,0,-574,0,-574,-574,1926,32,6678,3,13,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0.0278493,-574,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,62000,57000,5000,1550,-3875,1550,-3875,1125,14125,41,56334,3,17,1,1,0,1,1,0,0,0,0,0,0,1,6,4,0.6688337,-3875,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,0,749,-7751,749,-7751,-7751,249,34,36051,5,12,0,1,0,0,1,0,0,0,0,1,0,0,4,2,0.2951996,-7751,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,45000,36300,8700,50,-12276,50,-12276,-3576,-2442,39,22956,4,12,0,1,1,1,1,0,0,0,0,1,0,0,3,2,0.273178,-12276,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,0,1965,1965,1965,1965,1965,5315,27,40209,1,14,0,0,1,0,1,0,0,0,0,0,1,0,5,3,0.3055234,1965,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,50000,0,50000,1999,1459,1999,1459,51459,82834,34,36090,4,12,0,1,0,0,1,0,0,0,0,1,0,0,4,2,0.3719455,1459,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,70,-7575,70,-7575,-7575,-3255,40,35688,4,12,0,1,0,1,1,0,0,0,0,1,0,0,4,2,0.2951996,-7575,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,0,999,-6001,999,-6001,-6001,-5970,26,23640,5,12,0,1,0,0,1,0,0,0,0,1,0,0,3,2,0.2092901,-6001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,50000,0,50000,1000,800,1000,800,50800,75600,51,21969,2,12,0,1,0,0,1,0,0,0,0,1,0,0,3,2,0.273178,800,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,185000,150000,35000,400,400,400,400,35400,39975,56,14310,6,12,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0.143074,400,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31000,0,50000,0,50000,6200,6100,37200,37100,87100,93600,48,29067,5,17,0,1,0,1,1,0,0,1,0,0,0,1,3,4,0.2696004,37100,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,0,0,0,0,0,0,2000,41,25674,7,12,0,1,0,0,1,0,0,0,0,1,0,0,3,2,0.2092901,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,0,1550,-1450,1550,-1450,-1450,11750,25,24510,4,12,0,1,0,1,1,0,0,0,0,1,0,0,3,2,0.2092901,-1450,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,200000,80000,120000,5100,4876,5100,4876,124876,124876,46,55818,4,12,1,1,0,1,1,0,0,0,0,1,0,0,6,2,0.6688337,4876,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,45000,18500,26500,1000,1000,1000,1000,27500,27500,35,24150,2,12,0,1,0,0,1,0,0,0,0,1,0,0,3,2,0.273178,1000,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6000,0,35000,12500,22500,63200,63200,69200,69200,91700,98517,49,16968,1,12,1,0,0,0,1,0,0,1,0,1,0,0,2,2,0.3108636,69200,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,135000,89000,46000,9223,7723,9223,7723,53723,65723,34,64347,4,14,0,1,0,1,1,0,0,0,0,0,1,0,6,3,0.5405443,7723,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,80000,40500,39500,1200,350,1200,350,39850,49270,44,49656,6,13,0,1,0,0,1,0,0,0,0,0,1,0,5,3,0.4407951,350,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
